,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id
SRX2343959,PRJNA353307,SAMN06013843,,delta_ftsHA ,TSB,TSB;Control;exp;USA300-P23;WT,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,353307.0,9/15/2017 16:28,SRR5014661,SRP093306,SRS1796608,Staphylococcus aureus subsp. aureus USA300,SRA492670,367830.0,91061.0,Staphylococcus aureus,1280.0,367830.0,,,delta_ftsHA :TSB:Control:Exponential:USA300-P23:WT,True,True,,True,,,,,,,,,,True,WT,,Control,,
SRX2343960,PRJNA353307,SAMN06013842,,delta_ftsHA ,TSB,TSB;Mutant;exp;USA300-P23;d-ftsH,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,353307.0,9/15/2017 16:28,SRR5014662,SRP093306,SRS1796592,Staphylococcus aureus subsp. aureus USA300,SRA492670,367830.0,91061.0,Staphylococcus aureus,1280.0,367830.0,,,delta_ftsHA :TSB:Mutant:Exponential:USA300-P23:d-ftsH,True,True,,True,,,,,,,,,,True,d-ftsH,,Mutant,,
SRX2343961,PRJNA353307,SAMN06013841,,delta_ftsHA ,TSB,TSB;Mutant;exp;USA300-P23;d-ftsH,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,353307.0,9/15/2017 16:28,SRR5014663,SRP093306,SRS1796602,Staphylococcus aureus subsp. aureus USA300,SRA492670,367830.0,91061.0,Staphylococcus aureus,1280.0,367830.0,,,delta_ftsHA :TSB:Mutant:Exponential:USA300-P23:d-ftsH,True,True,,True,,,,,,,,,,True,d-ftsH,,Mutant,,
SRX2722028,PRJNA381938,SAMN06703209,,3 abx treatment,TSB,TSB;0.25ug/mL Linezolid;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432013,SRP103492,SRS2112513,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:0.25ug/mL Linezolid:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,0.25ug/mL Linezolid,,
SRX2722029,PRJNA381938,SAMN06703208,,3 abx treatment,TSB,TSB;0.25ug/mL Linezolid;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432012,SRP103492,SRS2112512,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:0.25ug/mL Linezolid:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,0.25ug/mL Linezolid,,
SRX2722030,PRJNA381938,SAMN06703207,,3 abx treatment,TSB,TSB;0.25ug/mL Linezolid;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432011,SRP103492,SRS2112511,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:0.25ug/mL Linezolid:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,0.25ug/mL Linezolid,,
SRX2722021,PRJNA381938,SAMN06703216,,3 abx treatment,TSB,TSB;2.5ug/mL Nafcillin;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432021,SRP103492,SRS2112521,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:2.5ug/mL Nafcillin:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,2.5ug/mL Nafcillin,,
SRX2722022,PRJNA381938,SAMN06703215,,3 abx treatment,TSB,TSB;2.5ug/mL Nafcillin;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432020,SRP103492,SRS2112520,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:2.5ug/mL Nafcillin:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,2.5ug/mL Nafcillin,,
SRX2722020,PRJNA381938,SAMN06703217,,3 abx treatment,TSB,TSB;2.5ug/mL Nafcillin;exp;TCH1516;WT,exp,TCH1516,2.5ug/mL Nafcillin,,,TCH1516; Possibly BK Data,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina MiSeq,ILLUMINA,,381938.0,5/5/2018 0:29,SRR5432014,SRP103492,SRS2112514,Staphylococcus aureus,SRA552726,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,3 abx treatment:TSB:2.5ug/mL Nafcillin:Exponential:TCH1516:WT,True,True,,True,,,,,,,,,,True,WT,,2.5ug/mL Nafcillin,,
SRX2722006,PRJNA381939,SAMN06703202,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431997,SRP103490,SRS2112497,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722002,PRJNA381939,SAMN06703206,,lac naf ll37,RPMI+10%LB,RPMI+10%LB;1uM LL37;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431993,SRP103490,SRS2112493,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:RPMI+10%LB:1uM LL37:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,1uM LL37,,
SRX2722003,PRJNA381939,SAMN06703205,,lac naf ll37,RPMI+10%LB,RPMI+10%LB;1uM LL37;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431994,SRP103490,SRS2112494,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:RPMI+10%LB:1uM LL37:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,1uM LL37,,
SRX2722004,PRJNA381939,SAMN06703204,,lac naf ll37,RPMI+10%LB,RPMI+10%LB;1uM LL37;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431995,SRP103490,SRS2112495,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:RPMI+10%LB:1uM LL37:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,1uM LL37,,
SRX2722005,PRJNA381939,SAMN06703203,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431996,SRP103490,SRS2112496,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722007,PRJNA381939,SAMN06703201,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431998,SRP103490,SRS2112498,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722008,PRJNA381939,SAMN06703200,,lac naf ll37,CA-MHB,CA-MHB;0.38 ug/mL Nafcillin;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5431999,SRP103490,SRS2112499,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:0.38 ug/mL Nafcillin:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,0.38 ug/mL Nafcillin,,
SRX2722009,PRJNA381939,SAMN06703199,,lac naf ll37,CA-MHB,CA-MHB;0.38 ug/mL Nafcillin;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432000,SRP103490,SRS2112500,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:0.38 ug/mL Nafcillin:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,0.38 ug/mL Nafcillin,,
SRX2722011,PRJNA381939,SAMN06703197,,lac naf ll37,RPMI+10%LB,RPMI+10%LB;1uM LL37;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432002,SRP103490,SRS2112502,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:RPMI+10%LB:1uM LL37:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,1uM LL37,,
SRX2722012,PRJNA381939,SAMN06703196,,lac naf ll37,RPMI+10%LB,RPMI+10%LB;1uM LL37;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432003,SRP103490,SRS2112503,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:RPMI+10%LB:1uM LL37:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,1uM LL37,,
SRX2722013,PRJNA381939,SAMN06703195,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432004,SRP103490,SRS2112504,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722014,PRJNA381939,SAMN06703194,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432005,SRP103490,SRS2112505,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722015,PRJNA381939,SAMN06703193,,lac naf ll37,CA-MHB,CA-MHB;Control;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432006,SRP103490,SRS2112506,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:Control:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,Control,,
SRX2722016,PRJNA381939,SAMN06703192,,lac naf ll37,CA-MHB,CA-MHB;0.38 ug/mL Nafcillin;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432007,SRP103490,SRS2112507,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:0.38 ug/mL Nafcillin:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,0.38 ug/mL Nafcillin,,
SRX2722017,PRJNA381939,SAMN06703191,,lac naf ll37,CA-MHB,CA-MHB;0.38 ug/mL Nafcillin;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432008,SRP103490,SRS2112508,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:0.38 ug/mL Nafcillin:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,0.38 ug/mL Nafcillin,,
SRX2722018,PRJNA381939,SAMN06703190,,lac naf ll37,CA-MHB,CA-MHB;0.38 ug/mL Nafcillin;exp;LAC;WT,exp,LAC,Control,,,LAC; Possibly U01,0.0,0.0,PAIRED,unspecified,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 4000,ILLUMINA,,381939.0,5/1/2018 0:38,SRR5432009,SRP103490,SRS2112509,Staphylococcus aureus,SRA552724,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,lac naf ll37:CA-MHB:0.38 ug/mL Nafcillin:Exponential:LAC:WT,True,True,,True,,,,UC SAN DIEGO,,,,,,True,WT,,0.38 ug/mL Nafcillin,,
SRX3062753,PRJNA397197,SAMN07450883,,linoleic Acid ,TSB,TSB;10 uM linoleic acid;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901163,SRP114855,SRS2407887,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:10 uM linoleic acid:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,10 uM linoleic acid,,
SRX3062754,PRJNA397197,SAMN07450882,,linoleic Acid ,TSB,TSB;10 uM linoleic acid;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901164,SRP114855,SRS2407886,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:10 uM linoleic acid:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,10 uM linoleic acid,,
SRX3062755,PRJNA397197,SAMN07450880,,linoleic Acid ,TSB,TSB;10 uM linoleic acid;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901165,SRP114855,SRS2407885,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:10 uM linoleic acid:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,10 uM linoleic acid,,
SRX3062750,PRJNA397197,SAMN07450881,,linoleic Acid ,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901160,SRP114855,SRS2407890,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3062751,PRJNA397197,SAMN07450885,,linoleic Acid ,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901161,SRP114855,SRS2407889,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3062752,PRJNA397197,SAMN07450884,,linoleic Acid ,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397197.0,11/15/2017 16:28,SRR5901162,SRP114855,SRS2407888,Staphylococcus aureus USA300-0114,SRA596558,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,linoleic Acid :TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3063113,PRJNA397207,SAMN07450927,,cold-treatment30C,TSB,TSB;30C;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901543,SRP114862,SRS2408210,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:30C:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,30C,,
SRX3063114,PRJNA397207,SAMN07450926,,cold-treatment30C,TSB,TSB;30C;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901544,SRP114862,SRS2408209,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:30C:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,30C,,
SRX3063115,PRJNA397207,SAMN07450925,,cold-treatment30C,TSB,TSB;30C;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901545,SRP114862,SRS2408208,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:30C:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,30C,,
SRX3063110,PRJNA397207,SAMN07450930,,cold-treatment30C,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901540,SRP114862,SRS2408213,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3063111,PRJNA397207,SAMN07450929,,cold-treatment30C,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901541,SRP114862,SRS2408212,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3063112,PRJNA397207,SAMN07450928,,cold-treatment30C,TSB,TSB;Control;exp;NRS384;d-hsdR+d-mcr,exp,NRS384,Control,,,NRS384 is sames as USA300-0114; the two genetic changes makes the strain easier to transform.,0.0,0.0,PAIRED,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,Illumina HiSeq 2500,ILLUMINA,,397207.0,11/15/2017 16:30,SRR5901542,SRP114862,SRS2408211,Staphylococcus aureus USA300-0114,SRA596578,1385527.0,91061.0,Staphylococcus aureus,1280.0,1385527.0,,,cold-treatment30C:TSB:Control:Exponential:NRS384:d-hsdR+d-mcr,True,True,,True,,,,,,,,,,True,d-hsdR+d-mcr,,Control,,
SRX3202116,PRJNA408150,SAMN07676973,,streptozotocin and floxuridine,TSB,TSB;1ug/mL floxuridine;exp;USA300-P23;WT,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,408150.0,2/13/2018 16:10,SRR6055188,SRP118369,SRS2528622,Staphylococcus aureus,SRA610867,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,streptozotocin and floxuridine:TSB:1ug/mL floxuridine:Exponential:USA300-P23:WT,True,True,,True,,,,,,,,,,True,WT,,1ug/mL floxuridine,,
SRX3202117,PRJNA408150,SAMN07676972,,streptozotocin and floxuridine,TSB,TSB;1ug/mL floxuridine;exp;USA300-P23;WT,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,408150.0,2/13/2018 16:10,SRR6055189,SRP118369,SRS2528623,Staphylococcus aureus,SRA610867,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,streptozotocin and floxuridine:TSB:1ug/mL floxuridine:Exponential:USA300-P23:WT,True,True,,True,,,,,,,,,,True,WT,,1ug/mL floxuridine,,
SRX3202119,PRJNA408150,SAMN07676970,,streptozotocin and floxuridine,TSB,TSB;1ug/mL streptozotocin;exp;USA300-P23;WT,exp,USA300-P23,Control,,,no-plasmids; USA300_p23,0.0,0.0,SINGLE,cDNA,TRANSCRIPTOMIC,RNA-Seq,USA300,NextSeq 500,ILLUMINA,,408150.0,2/13/2018 16:10,SRR6055191,SRP118369,SRS2528625,Staphylococcus aureus,SRA610867,1280.0,91061.0,Staphylococcus aureus,1280.0,1280.0,,,streptozotocin and floxuridine:TSB:1ug/mL streptozotocin:Exponential:USA300-P23:WT,True,True,,True,,,,,,,,,,True,WT,,1ug/mL streptozotocin,,
